Sent,Nc-type,Nc-token,sentPrev,sentNC,sentPost,Source
5,punto forte,puntos fortes,"Cada ano, a feira ten os seus puntos fortes e as súas debilidades.","Para calquera que a visite, pode ser doado ver sobre todo os puntos fortes, pero, para nós, dentro do centro, sempre estrarán presentes as debilidades.","Este ano houbo que corrixir ás presas a primeira mañá unha pequena descoordinación que a piques estivo de botar abaixo tódalas visitas... pero logo, todo seguiu como se nada tivera tido lugar!",gl_cc-100
6,punto forte,puntos fortes,As recensións deberán ser críticas no canto de descritivas.,Deberán fornecer crítica construtiva na forma de opinións razonadas sobre os principais puntos fortes e fracos do libro.,Deberán ter en conta:,gl_cc-100
7,punto forte,puntos fortes,"Tampouco se pode negar o feito de que a corrupción, alomenos en primeira persoa, non é algo do que se lle poda acusar ao ex-presidente.","Son os seus ""puntos fortes"" e sobre iso seguro que haberá especiais abondo.","O problema é que, como cando morre calquera outra persoa, parece que non está ben falar dos seus puntos escuros, que no caso de Fraga foron moitos.",gl_cc-100
8,punto forte,puntos fortes,"Os medios dos que dispón a galega non lle teñen nada que envidiar a calquera outra canle europea, que van dende a cobertura de toda festa jolgorrio que hai en Galicia na Revista, ata unha rede de corresponsalías que cubren toda a xeografía galega e corresponsais permanentes en Portugal, Madrid e Bruxelas.",Os directos tamén son un dos seus puntos fortes.,O home do tempo da galega por excelencia.,gl_cc-100
9,punto forte,puntos fortes,"O Colexio Monterrey de Vigo vén desenvolvendo desde o ano 2004 unha serie de plans de mellora baseados en ferramentas de calidade, aplicadas ó mundo da educación, con soporte e asesoramento por parte do ITE e CECE co obxectivo de mellorar os seus resultados e prestar un maior servizo ós seus clientes e a propia administración.",A organización do colexio decidiu emprender en marzo do ano 2004 a primeira autoavaliación do Centro guiándose por un asesor co obxectivo primordial de detectar os puntos fortes e as súas áreas de mellora.,"Como froito desta autoavaliación puxéronse en marcha unha serie de equipos de mellora para a organización e contando coa implicación do persoal acadou no ano 2006 o PRIMEIRO NIVEL DE ACCESO na implantación do modelo de EFQM.Pero co obxectivo de profundizar na implantación da calidade e na mellora do Centro, a dirección decidiu levar a cabo unha segunda autoavaliación coa ferramenta PERFIL e coa presencia dun Licenciatario Oficial.",gl_cc-100
10,punto forte,puntos fortes,"Como xeradora de confianza, de información adecuada para saber onde estamos, que temos e que pretendemos conseguir.","Os nosos grupos de interese han de coñecer a nosa actividade, os nosos logros, os nosos puntos fortes e os aspectos nos que debemos mellorar.","Transmitir o que somos, facemos e queremos conseguir.",gl_cc-100
11,punto forte,puntos fortes,"Santiago López, director de administración e finanzas de UNIRISCO, actúa como eixo dinamizador do obradoiro sobre emprendemento na universidade.",Fai unha presentación dos puntos fortes a tratar.,O emprendemento de base tecnolóxica e as súas características especiais dentro do ámbito emprendedor son resaltadas e descritas polo conferenciante.,gl_cc-100
12,punto forte,puntos fortes,"As defensas terrestres de Butaritari centráronse na costa da lagoa, preto da base aerea na parte central da illa.","Estableceron unha serie de puntos fortes ao longo do lado do océano de Butaritari porque os xaponeses esperaban que a invasión viría de alí, seguindo o exemplo da batalla a principios de 1942.","Sen avións, barcos, ou a esperanza de reforzo ou de socorro, os defensores superados en número e armamento só podían aspirar a atrasar o ataque estadounidense o tempo que fora posible.",gl_cc-100
13,punto forte,puntos fortes,"Este 3 de agosto, dentro dos Mércores da Natureza do Concello do Vicedo, terá lugar a baixada do río Sor en kayaks.",Un dos puntos fortes do Vicedo e da Mariña é a natureza.,"O Vicedo fai desta fortaleza o seu eslogan turístico ""NATUREZA ENVOLVENTE"" e cada ano organiza os chamados mércores de natureza onde se organiza algún tipo de actividade relacionada co entorno natural do concello e da comarca (pode ser ruta de sendeirismo, ruta de kayak, rutas mixtas, etc).",gl_cc-100
14,punto forte,puntos fortes,Por unha banda temos...,"Como adiantei onte, hoxe toca falar dun dos puntos fortes do Nokia Lumia 920, a gravación de vídeo, para o que quero pór dous exemplos.","Por unha banda temos unha gravación duns galos a través dunha reixa, condicións nas que moitas cámaras perderían o foco ou amosarían unha imaxe moi movida, pero que a cámara do Lumia rexistrou con bastante calidade (puxen o vídeo sen alterar en MEGA, para os curiosos) e que fíxome bastante graza porque, sen querer, pillei unha reacción violenta dun dos galos (algo que non tería capturado nunca de non ser coa cámara dun móbil):",gl_cc-100
1,punto limpo,puntos limpos,"Analízanse as respostas sobre todo respecto a produtos que non cumpren con algunha das catro R (pilas non recargables, baterías de móbiles, lámpadas,...)","Na última parte do obradoiro fálase sobre os puntos limpos: que son, funcionamento, materiais que recollen, situación e horarios en cada concello,....","Co fin de involucrar ao público asistente ao obradoiro faise entrega dun obsequio relacionado coa temática, como son bolsas de material reciclado (que respaldan a reutilización frente ás de plástico) e trapos de tela (para defender o seu uso frente aos rollos de papel).",gl_cc-100
2,punto limpo,puntos limpos,"O plan de axudas ás infraestruturas dos parques empresariais supuxo un investimento de 1.255.262,90 euros en toda a provincia da Coruña, repartido en 21 actuacións concretas.","Ovidio Rodeiro destacou que “mediante este programa se logran melloras en aspectos como a seguridade, a eficiencia enerxética, os accesos aos propios polígonos, a mobilidade, o alumeado público, ou mesmo o medio ambiente, dotando algún deles de novos puntos limpos”.","Durante a visita, o delegado territorial da Xunta na Coruña e o alcalde de Coirós aproveitaron para repasar outras intervencións levadas a cabo pola Xunta de Galicia no concello e para comentar algunhas das necesidades da localidade de cara a futuras actuacións.",gl_cc-100
3,punto limpo,puntos limpos,"O acto de entrega de distincións, presidido polo presidente da Xunta, Alberto Núñez Feijoo, acompañado polo Vicepresidente, Alfonso Rueda e polo presidente da FEGAMP, José Manuel Rey, tivo lugar hoxe pola mañá na cidade da Cultura de Santiago e a el acudiu a Vicepresidenta do Consorcio e alcaldesa de Bergondo, Alejandra Pérez, acompañada de alcaldes e representantes municipais e do propio ente supramunicipal.","Nesta última edición, correspondente aos proxectos do ano 2013, o Consorcio As Mariñas acadou unha mención especial polo proxecto piloto de xestión compartida de servizos denominado 'Sistema de valorización dos residuos vexetais dos puntos limpos do Consorcio As Mariñas' co que se instalarían dúas máquinas trituradoras e compactadoras en dous puntos limpos da área, reducindo o volume dos residuos vexetais depositados de xeito que se tivera máis capacidade de recepción e se puideran tamén optimizar os transportes destes residuos ata o xestor final autorizado, reducindo custos e a contaminación que xeran.",[09/12/13] VII Xornadas de Paisaxe Cultural do Noroeste,gl_cc-100
4,punto limpo,puntos limpos,"O punto limpo da Lama, á vangarda para acoller aparellos electrónicos","A Lama terá un dos nove puntos limpos que, na provincia de Pontevedra, estará situado á vangarda á hora de acoller aparellos eléctricos e electrónicos.","Será a través dun proxecto da Deputación de Pontevedra que permitirá investir 618.000 euros en melloras nestas nove instalacións, que permitirán incorporar tecnoloxías innovadoras para a protección ambiental e a eficiencia dos recursos.",gl_cc-100
5,punto limpo,puntos limpos,"A Actividade de Aspaber S.L Centro Especial de Emprego desenvólvese dende o ano 2000 no mercado aberto con criterios de eficiencia, competitividade e calidade.","Contamos cun axeitado soporte tecnolóxico que respalda as distintas liñas de negocio nas que nos temos especializado (reparación de produtos plásticos, xestión de puntos limpos, limpezas, xardinería, carpintería, escaiola, manipulados corporativos,...).",Xestión integral desde a recepción do material ata a saída de almacén,gl_cc-100
6,punto limpo,puntos limpos,Móbiles e outros residuos de aparellos eléctricos e electrónicos (RAEE): as grandes superficies comerciais deben aceptar para a súa reciclaxe sen necesidade de comprar un novo os RAEE de ata 25 centímetros.,O resto pódense levar a puntos limpos.,COMEZA O CUMIO DO CLIMA DE PARÍS,gl_cc-100
7,punto limpo,puntos limpos,As ofertas para a execución destas obras presentaranse no prazo máximo de 26 días naturais contados desde mañá.,A Xunta de Galicia leva posto en funcionamento un total de 13 novos puntos limpos nas catro provincias no que vai de lexislatura.,"O novo Plan de Residuos Sólidos Urbanos prevé, ademais, a creación de preto de 300 novas instalacións deste tipo ata o ano 2020.",gl_cc-100
8,punto limpo,puntos limpos,"No concello de Oia nin temos punto limpo, nin o esperamos.","Os puntos limpos serven para a recollida de papel, material téxtil, baterías, aceites usados e calquera residuo que, polo seu tamaño, non poida depositarse en contedores convencionais.","En Oia, porán a escusa de que o custe de mantemento pode alcanzar un importe anual de 120.000 euros, pero tampouco se plantexaron, ao menos publicamente, compartir ese servizo.",gl_cc-100
9,punto limpo,puntos limpos,A dinámica deberán establecela a través de acordos cos concellos e Comunidades Autónomas.,"Terán que habilitar colectores para a recollida en zonas urbanas, puntos limpos, talleres de automoción e establecementos comerciais.","O Real Decreto do Ministerio de Medio Ambiente - que hoxe entra en vigor- contempla, ademais, a posibilidade de cobrar un depósito aos consumidores ao adquirir as baterías, que se lle devolvería ao reciclalas, o que, de momento, non será obrigatorio nin tampouco aplicable a todos os fabricantes.",gl_cc-100
10,punto limpo,puntos limpos,Miguel Ángel Álvarez da as grazas aos veciños de Chapela pola acollida na inauguración do Nadal na súa terra en Chapela.,Miguel adiantou para Redondela.tv que nestas festas o Concello vai lanzar unha campaña de recollida de vidro solidaria xunto con Ecovídreo na cal consistirá en depositar unha serie de botellas de vidro nuns puntos limpos que se pondrán en Chapela e Redondela onde se obsequiará ás trescentas primeiras persoas en depositar as botellas.,"28 mayo, 2014 Seis meses de suspensión para o mestre que insultou os seus alumnos en Redondela",gl_cc-100
11,punto limpo,puntos limpos,"Por riba do 15% de impropios, a recollida non se considera como recollida selectiva.","Portanto, a recollida selectiva limitase ao que os cidadáns entregan nos contedores de papel/cartón e vidro, e nos puntos limpos, que suma en total un 10% do lixo.","O vidro, cun 53% é a única fracción que acada unha recuperación media.",gl_cc-100
1,punto negro,puntos negros,"Por este motivo, propoñerán tamén demandar á Xunta de Galiza a elaboración dun informe sobre a calidade da auga da ría de Betanzos, a situación do saneamento e os puntos de vertidos así como dun cronograma das actuacións previstas pola Consellería de Medio ambiente para solucionar estas deficiencias.","“Segundo a Axencia Europea do Medio Ambiente, dos 21 puntos negros onde a calidade da auga é insuficiente das 652 probas que se realizaron en Galiza, dous están na ría de Betanzos”, relata o edil nacionalista.","Ademais, para solucionar os vertidos procedentes da rede municipal de saneamento, toda vez que a Directiva 91/271/CE de 21 de maio indica que dende o ano 2005 todas as aglomeracións urbanas de máis de 2000 habitantes deberán contar con sistemas de depuración, desde o BNG propoñen que o goberno local complete “a rede de saneamento dotando aos núcleos sen depuración de plantas depuradoras coas solucións máis respectuosas para o medio, dispondo dun cronograma de actuacións e partidas específicas para este investimento nos orzamentos” e que se dirixa aos outros concellos da ría para demandarlles o propio.",gl_cc-100
2,punto negro,puntos negros,A Deputación de Pontevedra mellorará a seguranza viaria das estradas da súa titularidade en Ponteareas dentro do seu plan de actuación na rede viaria provincial.,"O deputado responsable de Infraestruturas, Uxío Benítez, solicitou ao alcalde Xosé Represas un informe dos principais puntos negros do viario provincial dentro do termo municipal.","“Os concellos son os principais coñecedores dos problemas, por iso queremos que cada servizo municipal elabore un estudo sobre a falta de seguranza viaria en cada zona.",gl_cc-100
3,punto negro,puntos negros,"O informe deste ano leva por lema ""A crise unha oportunidade para a costa"".",No ano 2009 concedéronse un total de 311 bandeiras negras (zonas con degradación ambiental alta e con graves ameazas para os seus ecosistemas) e 392 puntos negros (lugares con impactos puntuais ou de menor gravidade).,Lamentablemente Galicia ocupa o primeiro lugar neste listado con 55 bandeiras negras e 102 puntos negros.,gl_cc-100
4,punto negro,puntos negros,Colectivos ecoloxistas colocan bandeiras negras en diferentes praias e zonas costeiras denunciando os puntos máis ameazados.,"Galiza é acredora de 26 bandeiras negras e 8 puntos negros, un recoñecemento do que non compre felicitarse.","Esta dubidosa distinción débella á xestión do seu litoral, afectado por verquidos contaminantes graves, agresións urbanísticas ou proxectos industriais irrespectuosos co medio ambiente.",gl_cc-100
5,punto negro,puntos negros,Redución progresiva de barreiras Deberase emprender unha campaña que sirva para concienciar e para chamar a atención a todos os responsables das administracións locais que teñan competencia no desenvolvemento dos recursos e produtos turísticos.,"Un inventario de puntos negros, nos que se detalle cal é o estado dos lugares con pouca o nula accesibilidade, impulsando ao mesmo tempo, procesos de reparación da situación para que, nun prazo razoable, o desfrute do turismo en Galicia sexa para todos.","Axentes executores: Secretaría Xeral para o turismo, con Turgalicia e expertos en problemas de discapacidade Accións e medidas necesarias: 1.",gl_cc-100
6,punto negro,puntos negros,"Tamén propuxo Don Valentín a fundación dunha banca galega en Vigo, pro falláronlle os capitalistas locais que parece ser que carecían de vocación financeira.","Con todo, a patronal pesqueira tivo sempre dous puntos negros.","Primeiro, a avidez desmedida de lucro inmediato e a mentalidade arcaica dos armadores que maltrataban os seus traballadores, sendo tales amos ou armadores procedentes en moitos casos do estamento mariñeiro.",gl_cc-100
7,punto negro,puntos negros,O pasado venres realizouse unha revisión daquelas zonas do municipio problemas de mobilidade,"Tras a solicitude realizada polo Concello, técnicos da Deputación responsables de mobilidade trasladáronse ao Grove para valorar puntos negros nas estradas de titularidade provincial no municipio.","Dita avaliación resulta fundamental para poder determinar a ubicación dos “badéns” previstos, tanto os realizados con financiamento municipal como os que se acollerían no plan Móvese da Deputación Provincial.",gl_cc-100
8,punto negro,puntos negros,"A deputado de En Marea no Congreso, Alexandra Fernández, mantivo este xoves unha xunta con representantes de GañeMos para abordar toda a problemática que padece o municipio de Mos que está atravesado por varias infraestruturas viarias estatais que causan un enorme impacto tanto acústico como na seguridade vial dos habitantes da zona.","A A-55 entre Vigo e Porriño, o que máis puntos negros ten",A deputada de En Marea explicou que presentou na Cámara Baixa varias iniciativas (preguntas e proposicións non de lei) parlamentares relacionadas con estas cuestións.,gl_cc-100
9,punto negro,puntos negros,"Por iso, o popular pide ao goberno local elementos visuais que avisen coa antelación suficiente aos condutores da cercanía dun paso de peóns, xa que “cando hai néboa ou choiva” os accidentes aumentan neste punto xa que a visibilidade se reduce “considerablemente”.","O vicevoceiro popular precisou que “sería bo dotar a zona” de elementos que axuden a aumentar a visibilidade do cruce que, nas últimas datas, está a converterse “nun dos puntos negros” de Lugo.","Neste senso, Rozas pide que non só se coloquen sinais verticais como xa se fixo noutros puntos da cidade, senón que tamén sería unha boa opción a colocación de elementos visuais no chan para aumentar a visibilidade e a seguridade dos peóns ao cruzar a rúa.",gl_cc-100
10,punto negro,puntos negros,O estado adulto ten cor castaña con manchas negras e grises sobre o corpo.,O abdome da femia é lixeiramente máis longo que os élitros e é branco con dous puntos negros ovais.,Os adultos poden voar e dispersarse así doadamente a outros campos e lugares de almacenamento de legumes.,wiki
11,punto negro,puntos negros,Esta coloración espállase nalgúns exemplares ata o papo e os lados da cabeza.,"O resto da parte inferior é amarela clara, con puntos negros no peito e nos flancos.","As aves novas teñen a gorxa branca durante o seu primeiro inverno de vida, teñen unha lista superciliar e un pequeno anel ocular brancos e liñas abrancazadas no lombo.",gl_cc-100
12,punto negro,puntos negros,"canles (roxa ao 50%, verde ao 40% e azul ao 10%) en monocromo.","Ao reducir os tons a branco e negro puros, obtemos imaxes posterizadas, de máximo contraste, ou ben simulacións da escala de grises con puntos negros tramados.","No primeiro caso, aplícase un umbral que converte a negro todos os píxeles máis escuros que un valor determinado, e os dese valor e superiores, a branco.",gl_cc-100
13,punto negro,puntos negros,"Deste xeito, Galicia pasa a liderar o ranking nacional de degradación ambiental no informe que elabora anualmente Ecologistas en acción.","Dous anos antes, esta mesma fonte cuantificaba en Galicia 4 bandeiras e 49 puntos negros.",O Pleno da Academia nomea a Ana Romaní como académica no seu lugar,gl_cc-100
14,punto negro,puntos negros,"Recibe o nome polo seu voo e forma de alimentación, que se asemellan aos do colibrí.",As ás dianteiras son pardas con liñas e puntos negros mentres as traseiras son alaranxadas.,"O abdome é negro e branco ao lateral, con sedas con forma de cola dunha ave. A larva é cilíndrica, de cor amarela e máis tarde verde claro.",gl_cc-100
1,renda básico,renda básica,"Eu, Daniel Blake, son un cidadán, nin máis nin menos”.","En España, ao longo das dúas últimas décadas, foi tomando corpo un movemento difuso a favor da renda básica.","É o produto dunha sementeira tenaz na que participaron investigadores e estudosos como Ramiro Pinto, José Iglesias, Daniel Raventós, Carolina del Olmo, Cive Pérez, David Casassas, Amaia Pérez, Óscar Jurado, Carmen Castro ou Jorge Moruno, entre moitos outros e colectivos como Baladre, a Rede Renda Básica, Arenci, os Campamentos Dignidade ou a Fundación de Investigacións Marxistas.",gl_cc-100
2,renda básico,renda básica,"Precisamente a renda básica animaríanos a facer cousas"", engade.","Outras persoas critican que a proposta de renda básica lle entregue este pagamento, por igual, ás persoas sen ingresos e a aquelas con rendas elevadas.","Porén, López Soto explica que ""a xente cun salario elevadísimo, á que tamén se lle ingresaría esta renda, devolvería despois estes cartos a través da declaración da renda"".",gl_cc-100
3,renda básico,renda básica,"E o problema non está no aumento da esperanza de vida (que coa diminución das prestacións caerá), senón en que a tendencia evolutiva dos ingresos vai por detrás da dos gastos.","E cunha reserva para ""catro ou cinco anos"" imporase unha renda básica universal.","Por iso, quen poida (moi poucos na España actual) debería ir planificando e aforrar para poder complementar a súa pensión.",gl_cc-100
4,renda básico,renda básica,"Despois de catro anos de crise, os aforros das familias van esgotándose, a protección social pública sufriu unha erosión e as organizacións sociais non son infinitas na capacidade de axudar e non poden substituír ás familias nin ao Estado.","Tamén foron tres as liñas de acción que considerou determinantes para intentar solucionar a pobreza intensa: 1) unha renda básica de cidadanía para todas as familias que non teñen ningún tipo de ingreso (a nivel estatal son case 300.000); 2) políticas activas de emprego que xeren oportunidades de traballar especialmente para os colectivos máis excluídos e 3) maior colaboración cidadá, das empresas e das institucións, poñendo o foco na loita contra a pobreza e a exclusión social.",MELIDE Mercado solidario en colaboración co Concello os días 21 e 22 de decembro,gl_cc-100
5,renda básico,renda básica,"A lei, ademais, dedica un capítulo os dereitos e deberes das persoas voluntarias e a quen se benefician de la acción solidaria.",Realmente quería falar sobre a necesidade dunha renda básica familia.,"Ata agora, o que lin eu entendo que chegar a un total de Renda Básica, isto é, para todos, Creo que pechar as portas a esta posibilidade viable é a súa primeira formato.",gl_cc-100
6,renda básico,renda básica,"Unha renda a modo de cheque que substitúa —e de paso mercantilice— a educación, a sanidade ou os servizos sociais.",A renda básica emancipatoria pode e debe responder os tres envites.,"Fronte á economía da miseria, a economía da dignidade.",gl_cc-100
7,renda básico,renda básica,"Deixouse marxe para todo tipo de corrupcións, por exemplo, traballo en negro, para satisfacción do capital.",Moitos recoñecen que estes son os talóns de Aquiles da renda básica e da renda mínima.,"Para os que defenden a renda básica ou mínima, o problema é de humanidade e solidariedade.",gl_cc-100
8,renda básico,renda básica,« Polo dereito ao traballo.,« Polos dereitos sociais e o dereito a unha renda básica.,« Polo dereito a unha vivenda digna.,gl_cc-100
9,renda básico,renda básica,"Cinco columnas entrarán na Capital Galega, para confluír ás 12 do mediodía, nunha grande concentración polo PAN, TRABALLO e TEITO.","Somos moitos e moitas as que imos marchar para defender: o dereito ao traballo ; os dereitos sociais e a renda básica ; o dereito a unha vivenda digna ; os servizos públicos como a sanidade e a educación ; a loita contra a corrupción ; contra o pago da débeda ilexítima que nos afoga ; contra a estafa e o roubo bancario ; contra a Lei mordaza que quere criminalizar a protesta, polo dereito das mulleres a decidir sobre o seu propio corpo, ...","Mobiliza-te con nós o 29N en Compostela en “Ocupemos o Obradoiro”, cinco columnas das Marchas da Dignidade sobre Santiago de Compostela.",gl_cc-100
10,renda básico,renda básica,Home Marchas da Dignidade Nova acción das Marchas da Dignidade Ferrolterra reivindicando emprego e renda básica - Este xoves 2 de Xullo ás 11:30hs diante do Edificio da Xunta,Nova acción das Marchas da Dignidade Ferrolterra reivindicando emprego e renda básica - Este xoves 2 de Xullo ás 11:30hs diante do Edificio da Xunta,Diante do edificio da Xunta en Ferrol na praza Amada García.,gl_cc-100
11,renda básico,renda básica,Dous mozos inocentes que están a sufrir nas súas carnes a represión brutal deste goberno que pretende coa súa Lei Mordaza e as súas conspiracións para-policiais converter a mobilización cidadá nun conflito de orde pública.,"Esta é unha mobilización polo emprego digno, contra o pago da débeda, pola renda básica, polos dereitos sociais, polas liberdades democráticas, contra os recortes, a represión e a corrupción, por unha sociedade de mulleres e homes libres; é un acto contra un sistema, un réxime e uns gobernos que nos agriden e non nos representan.",Artigo anteriorResumo da I Asemblea Nacional das Marchas pola Dignidade,gl_cc-100
12,renda básico,renda básica,O contexto está xa maduro ou a súa importancia ten máis que ver con incrementar o coñecemento e a implicación da cidadanía e os colectivos sociais coa proposta?,"Como resumirías, nun minuto, as vantaxes que a renda básica universal tería para a sociedade no seu conxunto?","Inmediatamente supón a fin da miseria e mesmo da pobreza, con todo o que iso representa.",gl_cc-100
13,renda básico,renda básica,A renda básica tería efectos en moitos campos.,Resúltame interesante o debate xerado ao redor da renda básica dende unha perspectiva de xénero.,Que implicacións tería dende un punto de vista feminista?,gl_cc-100
14,renda básico,renda básica,"Cada vez hai máis xente que non esta disposta a soportar disciplinas nin defensas corporativas, senón a construír os novos instrumentos de intervención política desde a participación individual e intransferible.","Espazo Ecosocialista foi pioneira en moitos elementos que hoxe están na axenda política: radicalidade democrática, soberanismo cívico, cooperación política, sustentabilidade social e ambiental, renda básica, economía do ben común, …","Paradoxalmente a presenza de Espazo non ten medrado afiliativamente ao ritmo que teñen medrado as súas ideas, aínda que neste período os que se miden tódolos días o tamaño, puideron comprobar, tamén, como día a día este foi minguando.",gl_cc-100
15,renda básico,renda básica,"Contra a privación de dereitos fundamentais reivindicamos toda unha serie de iniciativas que percorren hoxe de punta a punta o quefacer cotiá de milleiros de persoas en forma de loitas contra a mundialización da economía, a mercantilización da vida, o control social, o retorno da enerxía nuclear e a chantaxe do progreso tecnocientífico.","Pero tamén pola reclamación do dereito á liberdade de tránsito e residencia, a condoación da débeda externa ós países do terceiro mundo, a defensa do territorio ou a reivindicación por unha renda básica para todos.","Onde sexa se entrecrucen estas loitas xorden voces a favor do transporte público gratuito, da vivenda digna, da cultura popular, pola obxección fiscal contra os gastos militares, pola soberanía alimentaria e un longo etc que irá collendo corpo a medida de sermos quen de entender a importancia real da catástrofe planetaria dita globalización capitalista.",gl_cc-100
16,renda básico,renda básica,"O texto da moción busca tamén ""fomentar o debate e a visibilización"" desta iniciativa na cidade e instar dende o Concello ao Goberno do Estado a sumarse ao apoio da resolución e ""desenvolver todas as medidas que sexan necesarias"" para implantar a renda básica.","A iniciativa do Colectivo Renda Básica da Coruña indica que ""a petición de implantación da renda básica está sendo un punto de encontro entre diversas correntes ideolóxicas como única vía de solución á crise actual"", ao que se suman os pronunciamentos que se deron ""nos últimos meses de diferentes institucións económicas que ata hai pouco se mostraban reticentes"" á posta en marcha desta medida.","Ante estes avances no debate, entre os que o colectivo menciona a súa aplicación en proxectos piloto en varios países así como o estudo que está a realizar a Oficina do Alto Comisionado para os Dereitos Humanos da ONU ao respecto, esta moción pretende estimular o debate sobre a renda básica, estender o seu coñecemento entre a poboación e ""traballar para que esta sexa unha realidade nun futuro non moi afastado, dotando a toda a cidadanía de medios suficientes para garantirlles a existencia material digna e polo tanto, asegurar a desaparición de vez da pobreza"".",gl_cc-100
17,renda básico,renda básica,O fixeron o 20 de setembro cunha concentración e cun acto de entrega colectiva no edificio da Xunta de Galicia en Vigo.,Medio centenar de persoas con carteis rotulados coa palabra “inadmitidas” acudiron á chamada da ODS-Coia e da parroquia do Cristo da Victoria para amosar claramente que non aceptamos a inadmisión a trámite da petición dunha renda básica.,A súa falla total de sensibilidade queda de manifesto xa que nin sequera contemplan a necesidade de reflexionar sobre o xusto e transformador da nosa petición.,gl_cc-100
18,renda básico,renda básica,"A renda básica debe entenderse dentro dun conxunto máis amplo de reformas, polo tanto?","Si, a renda básica formaría parte dunha política económica, e ningunha política económica beneficia a toda a poboación por igual.",O que tes que ter claro é a quen queres beneficiar coa túa política: á maioría social ou só a uns grupos privilexiados.,gl_cc-100
19,renda básico,renda básica,Daniel Raventós-.,Bildu presentaba no seu programa foral a defensa dunha renda básica de cidadanía.,"EPropón “dar conta dun debate social e político co fin de articular unha proposta sobre unha Renda Básica de Cidadanía” a partir de tres principios: universalidade, individualidade e incondicionalidade.",gl_cc-100
20,renda básico,renda básica,"Como consecuencia, observamos durante os últimos anos a desaparición da maior parte das caixas de aforros existentes, a concentración de servizos bancarios e a xeración dunha masa estrutural de persoas financeiramente excluídas que levou o crecemento exponencial de usureiros.",As políticas de rendas mínimas e garantía de ingresos e a proposta de aplicación dunha renda básica universal tamén merecen unha especial atención.,"No referente ás primeiras, o actual conxunto de prestacións de garantía de ingresos en España é sinaladamente amplo e complexo, nunca concibido como un todo, polo que presenta importantes problemas de articulación que limitan sinaladamente a súa eficiencia na redución da desigualdade e a pobreza.",gl_cc-100
1,salto cualitativo,salto cualitativo,"“Trátase dun proxecto industrial, a largo prazo, que se basea no sector civil e na alta tecnoloxía”, explicou o dirixente municipal, que insistiu en que “se o proxecto vai nesta liña” terá o apoio do Concello.",Ferreiro explicou ante os medios que a empresa lle comunicou que de cara ao mes de outubro espera abordar un “salto cualitativo” que se traducirá nunha maior contratación e en máis encargos.,"Por outro lado, o Ministerio de Defensa cedeu a explotación a Hércules de Armamento dunha parte dos terreos sobre os que se asentaba a antiga Fábrica de Armas, pero non todos.",gl_cc-100
2,salto cualitativo,salto cualitativo,"Os agres tempos a nivel laboral parecen, pois, quedar atrás, máis aínda despois de que durante os meses de verán se puidese contratar a máis persoal temporal para cubrir baixas e vacacións e facer labores de reforzo.","Os populares teñen claro que ""Marín ten un ano despois unha imaxe máis nova e moderna e un mellor servizo, polo que co novo contrato se conseguiu dar un salto cualitativo importante"".","Feijóo destaca durante a súa visita a Bandalux que Galicia é ""unha terra que ofrece garantías""",gl_cc-100
3,salto cualitativo,salto cualitativo,"Non che digo xa nunha cámara ""bridge"" como a miña, que estamos moitísimo máis limitados que os ""reflex"".","Creo sinceramente que se collo un día con boa luz, para poder aplicar o que aprendín practicando en Villafáfila, os resultados das miñas fotos van dar un salto cualitativo, redundando nunha mellora notable deste blogue.",A ver se é certo.,gl_cc-100
4,salto cualitativo,salto cualitativo,"""Ata agora -debulla Villares- o Consello tiña un corpo de letrados que accedían por opsición e realizaban labores de asesoría técnica para que os conselleiros puidesne tomar decisións baseándose en información rigorosa, técnica e independente"", sen atender á ""conveniencia política"" do presidente.","Costa Pillado, afirma, manifestou dende a súa chegada unha ""obsesión por acabar coa independencia do Consello"", un ""menoscabo"" que ""deu un salto cualitativo coa modificación da lei"" para ""substituír os letrados por outros de libre designación, nomear a dedo os letrados que fiscalizan a actuación da Xunta"", conclúe.",As socias e socios de Praza.gal son esenciais para editarmos cada día un xornal plural.,gl_cc-100
5,salto cualitativo,salto cualitativo,Esta é a cuestión.,"Só entendendo o momento nodales nos que unha situación dá un salto cualitativo, unha politica pódese adecuar ao momento presente e non é enviada ao vertedoiro da historia.","LENIN, A SÚA IMPORTANTE CONTRIBUCIÓN Ó PENSAMENTO ...",gl_cc-100
6,salto cualitativo,salto cualitativo,"A AS-PG (Asociación Socio-Pedagóxica Galega), contando coa cooperación do Departamento de Cultura da Deputación de Lugo, está desenvolvendo unhas xornadas sobre as Irmandades da Fala e o Manifesto da Asambleia Nazonalista de Lugo de 1918.","A palestra celebrada o día 15 deste mes versou sobre o réxime económico que defendían os nacionalistas para Galiza naquel documento, verdadeiro salto cualitativo na evolución do pensamento político galego.","Correu por conta do amigo e camarada, Xosé Díaz, unha persoa que se ten ocupado nestes cinco últimos anos de desvendar a ficción do sistema de financiamento, cando se quere facer crer que vivimos grazas á solidariedade do Estado.",gl_cc-100
